54,2,1012.60
54,60005,1013.85
54,120008,1011.95
54,180011,1010.85
54,240014,1009.90
54,300017,1010.00
54,360020,1009.00
54,420024,1009.10
54,480027,1009.15
54,540030,1007.85
54,600034,1007.10
54,660037,1005.20
54,720040,1004.10
54,780044,1005.55
54,840047,1005.95
54,900050,1005.85
54,960054,1005.45
54,1020056,1005.00
54,1080059,1005.05
54,1140063,1003.85
54,1200066,1004.05
54,1260069,1003.95
54,1320073,1004.05
54,1380076,1004.00
54,1440079,1001.95
54,1500083,1003.00
54,1560086,1002.95
54,1620089,1002.00
54,1680093,1002.05
54,1740096,1000.10
54,1800099,1000.95
54,1860103,1001.00
54,1920106,1000.85
54,1980109,1000.05
54,2040113,1000.80
54,2100116,999.70
54,2160119,999.00
54,2220123,999.00
54,2280126,998.30
54,2340129,998.95
54,2400133,998.90
54,2460135,996.65
54,2520138,998.55
54,2580142,998.00
54,2640145,998.00
54,2700148,998.00
54,2760152,998.05
54,2820155,997.80
54,2880158,996.00
54,2940162,997.30
54,3000165,997.00
54,3060168,997.05
54,3120172,997.00
54,3180175,996.65
54,3240178,997.00
54,3300180,996.30
54,3360184,996.05
54,3420187,996.05
54,3480190,994.20
54,3540194,996.00
54,3600197,995.80
54,3660200,995.45
54,3720204,995.05
54,3780207,995.15
54,3840210,995.40
54,3900214,995.05
54,3960217,995.00
54,4020220,995.00
54,4080224,994.80
54,4140226,992.00
54,4200229,994.15
54,4260233,994.20
54,4320236,994.05
54,4380239,994.05
54,4440243,992.00
54,4500246,994.00
54,4560249,993.40
54,4620253,993.00
54,4680256,993.05
54,4740259,991.05
54,4800263,992.80
54,4860266,992.30
54,4920268,993.05
54,4980272,993.00
54,5040275,992.70
54,5100278,992.00
54,5160282,989.65
54,5220285,991.50
54,5280288,991.15
54,5340292,991.90
54,5400295,991.70
54,5460298,992.70
54,5520302,989.00
54,5580305,989.05
54,5640308,989.00
54,5700312,988.10
54,5760314,989.00
54,5820317,987.00
54,5880321,988.85
54,5940324,988.50
54,6000327,988.30
54,6060331,988.00
54,6120334,988.00
54,6180337,988.00
54,6240340,988.00
54,6300344,988.00
54,6360347,988.00
54,6420350,987.85
54,6480354,987.75
54,6540357,987.85
54,6600359,987.45
54,6660363,987.05
54,6720366,987.00
54,6780369,987.00
54,6840373,987.00
54,6900376,987.00
54,6960379,987.00
54,7020383,985.00
54,7080386,987.00
54,7140389,985.10
54,7200393,987.00
54,7260396,986.10
54,7320399,986.20
54,7380403,986.05
54,7440405,986.00
54,7500408,986.05
54,7560412,986.00
54,7620415,986.00
54,7680418,985.85
54,7740422,986.00
54,7800425,986.00
54,7860428,986.00
54,7920432,985.70
54,7980435,983.00
54,8040438,985.05
54,8100442,985.30
54,8160445,985.00
54,8220448,985.05
54,8280451,985.00
54,8340454,985.00
54,8400457,985.00
54,8460461,985.00
54,8520464,985.00
54,8580467,985.00
54,8640471,982.65
54,8700474,984.75
54,8760477,984.95
54,8820481,982.80
54,8880484,984.85
54,8940487,984.55
54,9000491,982.25
54,9060493,984.15
54,9120496,984.15
54,9180499,984.05
54,9240503,984.00
54,9300506,984.00
54,9360509,984.10
54,9420513,984.00
54,9480516,984.00
54,9540519,984.00
54,9600523,981.55
54,9660526,983.95
54,9720529,984.00
54,9780533,983.95
54,9840536,982.00
54,9900538,983.25
54,9960542,983.20
54,10020545,983.60
54,10080548,982.00
54,10140552,983.00
54,10200555,983.30
54,10260558,983.10
54,10320562,981.00
54,10380565,983.00
54,10440568,983.00
54,10500572,983.00
54,10560575,983.00
54,10620578,981.00
54,10680582,983.00
54,10740585,983.00
54,10800588,983.00
54,10860592,983.00
54,10920595,983.00
54,10980598,982.35
54,11040602,983.00
54,11100605,983.00
54,11160608,983.00
54,11220612,983.00
54,11280615,983.00
54,11340618,983.00
54,11400622,983.00
54,11460625,980.15
54,11520628,982.55
54,11580632,982.85
54,11640635,983.00
54,11700637,982.70
54,11760641,982.95
54,11820644,983.00
54,11880647,982.95
54,11940651,982.95
54,12000654,982.80
54,12060657,982.85
54,12120660,982.85
54,12180664,982.65
54,12240667,982.95
54,12300670,982.95
54,12360674,982.95
54,12420677,982.80
54,12480680,982.95
54,12540684,983.00
54,12600687,982.95
54,12660690,983.00
54,12720694,982.65
54,12780697,983.00
54,12840700,981.00
54,12900704,983.10
54,12960707,983.00
54,13020710,983.00
54,13080714,983.00
54,13140717,983.00
54,13200720,983.00
54,13260724,983.00
54,13320727,982.45
54,13380730,983.00
54,13440734,983.00
54,13500737,983.00
54,13560740,983.00
54,13620744,983.00
54,13680746,983.00
54,13740749,983.00
54,13800753,983.00
54,13860756,981.00
54,13920759,983.00
54,13980763,983.00
54,14040766,983.00
54,14100769,983.00
54,14160773,983.00
54,14220776,983.00
54,14280779,983.00
54,14340783,983.05
54,14400786,983.45
54,14460789,983.15
54,14520793,983.30
54,14580796,983.05
54,14640799,982.00
54,14700803,983.50
54,14760806,983.50
54,14820809,983.85
54,14880813,982.30
54,14940816,984.00
54,15000819,984.00
54,15060823,984.00
54,15120826,982.00
54,15180829,983.95
54,15240833,984.00
54,15300836,984.00
54,15360839,984.00
54,15420843,984.00
54,15480846,984.00
54,15540849,984.00
54,15600852,982.00
54,15660856,984.00
54,15720858,984.00
54,15780861,982.45
54,15840865,984.00
54,15900868,984.05
54,15960871,984.05
54,16020875,984.35
54,16080878,984.00
54,16140881,984.35
54,16200885,984.75
54,16260888,984.80
54,16320891,984.90
54,16380895,984.90
54,16440898,985.00
54,16500901,985.00
54,16560905,985.00
54,16620908,985.00
54,16680911,985.00
54,16740915,985.00
54,16800918,985.00
54,16860921,985.10
54,16920925,985.00
54,16980928,985.00
54,17040931,984.00
54,17100935,985.25
54,17160938,985.75
54,17220941,985.20
54,17280945,985.85
54,17340948,983.05
54,17400951,986.00
54,17460955,986.00
54,17520958,984.15
54,17580961,986.00
54,17640965,986.00
54,17700967,984.90
54,17760970,986.00
54,17820974,986.05
54,17880977,986.00
54,17940980,984.95
54,18000984,986.10
54,18060987,986.25
54,18120990,986.60
54,18180994,985.20
54,18240997,986.75
54,18301000,987.00
54,18361004,987.00
54,18421007,986.95
54,18481010,987.00
54,18541014,987.00
54,18601017,984.50
54,18661020,987.00
54,18721024,987.00
54,18781027,987.00
54,18841030,987.00
54,18901033,987.00
54,18961037,987.00
54,19021040,987.00
54,19081043,987.00
54,19141047,987.00
54,19201050,987.00
54,19261053,987.00
54,19321057,987.05
54,19381060,987.00
54,19441063,987.00
54,19501067,987.00
54,19561070,987.00
54,19621072,987.00
54,19681076,987.00
54,19741079,985.85
54,19801082,985.00
54,19861086,987.00
54,19921089,987.00
54,19981092,987.00
54,20041096,987.00
54,20101099,988.40
54,20161102,987.00
54,20221106,987.00
54,20281109,987.00
54,20341112,987.00
54,20401116,987.00
54,20461119,987.00
54,20521122,985.15
54,20581126,987.00
54,20641129,987.00
54,20701132,985.00
54,20761136,987.00
54,20821139,987.00
54,20881142,987.00
54,20941146,987.00
54,21001149,987.00
54,21061152,987.00
54,21121156,986.95
54,21181159,984.00
54,21241162,986.90
54,21301166,986.80
54,21361169,986.95
54,21421172,986.60
54,21481176,986.90
54,21541179,986.25
54,21601182,985.00
54,21661185,986.00
54,21721188,986.60
54,21781191,986.45
54,21841195,984.10
54,21901198,986.15
54,21961201,988.45
54,22021204,986.30
54,22081208,986.00
54,22141211,986.00
54,22201214,986.00
54,22261218,986.00
54,22321221,986.00
54,22381224,986.00
54,22441228,985.90
54,22501231,986.00
54,22561234,985.95
54,22621238,985.95
54,22681241,985.00
54,22741244,986.00
54,22801248,985.70
54,22861251,985.35
54,22921254,985.25
54,22981258,983.00
54,23041261,985.00
54,23101264,985.00
54,23161268,983.00
54,23221271,985.00
54,23281274,985.00
54,23341278,983.00
54,23401281,985.00
54,23461284,985.00
54,23521288,984.75
54,23581291,983.10
54,23641294,985.00
54,23701298,984.65
54,23761300,984.60
54,23821303,982.00
54,23881307,984.20
54,23941310,984.00
54,24001313,984.00
54,24061317,984.00
54,24121320,982.55
54,24181323,984.00
54,24241327,984.00
54,24301330,984.00
54,24361333,984.00
54,24421337,984.00
54,24481340,983.80
54,24541343,982.00
54,24601347,983.55
54,24661350,983.20
54,24721353,981.80
54,24781357,983.00
54,24841360,983.00
54,24901363,983.00
54,24961367,983.00
54,25021370,981.10
54,25081373,981.00
54,25141377,981.10
54,25201380,980.05
54,25261383,982.75
54,25321387,982.65
54,25381390,982.35
54,25441393,982.05
54,25501396,982.00
54,25561400,982.10
54,25621403,980.00
54,25681406,982.00
54,25741410,982.00
54,25801413,982.00
54,25861415,982.00
54,25921419,982.00
54,25981422,982.00
54,26041425,981.60
54,26101429,979.00
54,26161432,981.40
54,26221435,981.00
54,26281439,979.00
54,26341442,981.05
54,26401445,981.00
54,26461449,979.00
54,26521452,981.00
54,26581455,979.20
54,26641459,981.00
54,26701462,980.95
54,26761465,980.50
54,26821469,980.45
54,26881472,980.00
54,26941475,980.00
54,27001479,980.05
54,27061482,980.00
54,27121485,980.00
54,27181489,980.00
54,27241492,980.00
54,27301495,978.00
54,27361499,980.00
54,27421502,980.00
54,27481505,979.55
54,27541509,979.90
54,27601512,979.65
54,27661515,979.00
54,27721519,979.00
54,27781522,979.00
54,27841524,977.35
54,27901528,979.00
54,27961531,979.00
54,28021534,979.00
54,28081538,976.00
54,28141541,978.40
54,28201544,978.90
54,28261548,978.05
54,28321551,978.05
54,28381554,976.00
54,28441558,976.00
54,28501561,978.00
54,28561564,978.00
54,28621568,977.95
54,28681571,978.00
54,28741574,978.00
54,28801577,977.90
54,28861581,977.55
54,28921584,977.20
54,28981587,977.15
54,29041591,977.00
54,29101594,977.05
54,29161597,977.00
54,29221601,977.00
54,29281604,977.00
54,29341607,977.00
54,29401611,977.00
